station,gage_number,timestamp,elevation_ft
"Burlington, VT",04294500,2022-04-30T22:15:00Z,99.13
"Burlington, VT",04294500,2022-04-30T22:30:00Z,99.11
"Burlington, VT",04294500,2022-04-30T22:45:00Z,99.11
"Burlington, VT",04294500,2022-04-30T23:00:00Z,99.09
"Burlington, VT",04294500,2022-04-30T23:15:00Z,99.11
"Burlington, VT",04294500,2022-04-30T23:30:00Z,99.1
"Burlington, VT",04294500,2022-04-30T23:45:00Z,99.12
"Burlington, VT",04294500,2022-05-01T00:00:00Z,99.1
"Burlington, VT",04294500,2022-05-01T00:15:00Z,99.11
"Burlington, VT",04294500,2022-05-01T00:30:00Z,99.12
"Burlington, VT",04294500,2022-05-01T00:45:00Z,99.12
"Burlington, VT",04294500,2022-05-01T01:00:00Z,99.12
"Burlington, VT",04294500,2022-05-01T01:15:00Z,99.1
"Burlington, VT",04294500,2022-05-01T01:30:00Z,99.12
"Burlington, VT",04294500,2022-05-01T01:45:00Z,99.11
"Burlington, VT",04294500,2022-05-01T02:00:00Z,99.11
"Burlington, VT",04294500,2022-05-01T02:15:00Z,99.11
"Burlington, VT",04294500,2022-05-01T02:30:00Z,99.11
"Burlington, VT",04294500,2022-05-01T02:45:00Z,99.12
"Burlington, VT",04294500,2022-05-01T03:00:00Z,99.11
"Burlington, VT",04294500,2022-05-01T03:15:00Z,99.11
"Burlington, VT",04294500,2022-05-01T03:30:00Z,99.1
"Burlington, VT",04294500,2022-05-01T03:45:00Z,99.11
"Burlington, VT",04294500,2022-05-01T04:00:00Z,99.11
"Burlington, VT",04294500,2022-05-01T04:15:00Z,99.1
"Burlington, VT",04294500,2022-05-01T04:30:00Z,99.1
"Burlington, VT",04294500,2022-05-01T04:45:00Z,99.09
"Burlington, VT",04294500,2022-05-01T05:00:00Z,99.08
"Burlington, VT",04294500,2022-05-01T05:15:00Z,99.09
"Burlington, VT",04294500,2022-05-01T05:30:00Z,99.11
"Burlington, VT",04294500,2022-05-01T05:45:00Z,99.1
"Burlington, VT",04294500,2022-05-01T06:00:00Z,99.08
"Burlington, VT",04294500,2022-05-01T06:15:00Z,99.07
"Burlington, VT",04294500,2022-05-01T06:30:00Z,99.09
"Burlington, VT",04294500,2022-05-01T06:45:00Z,99.1
"Burlington, VT",04294500,2022-05-01T07:00:00Z,99.1
"Burlington, VT",04294500,2022-05-01T07:15:00Z,99.08
"Burlington, VT",04294500,2022-05-01T07:30:00Z,99.06
"Burlington, VT",04294500,2022-05-01T07:45:00Z,99.06
"Burlington, VT",04294500,2022-05-01T08:00:00Z,99.1
"Burlington, VT",04294500,2022-05-01T08:15:00Z,99.09
"Burlington, VT",04294500,2022-05-01T08:30:00Z,99.07
"Burlington, VT",04294500,2022-05-01T08:45:00Z,99.05
"Burlington, VT",04294500,2022-05-01T09:00:00Z,99.07
"Burlington, VT",04294500,2022-05-01T09:15:00Z,99.1
"Burlington, VT",04294500,2022-05-01T09:30:00Z,99.1
"Burlington, VT",04294500,2022-05-01T09:45:00Z,99.06
"Burlington, VT",04294500,2022-05-01T10:00:00Z,99.04
"Burlington, VT",04294500,2022-05-01T10:15:00Z,99.09
"Burlington, VT",04294500,2022-05-01T10:30:00Z,99.1
"Burlington, VT",04294500,2022-05-01T10:45:00Z,99.08
"Burlington, VT",04294500,2022-05-01T11:00:00Z,99.04
"Burlington, VT",04294500,2022-05-01T11:15:00Z,99.04
"Burlington, VT",04294500,2022-05-01T11:30:00Z,99.08
"Burlington, VT",04294500,2022-05-01T11:45:00Z,99.08
"Burlington, VT",04294500,2022-05-01T12:00:00Z,99.08
"Burlington, VT",04294500,2022-05-01T12:15:00Z,99.06
"Burlington, VT",04294500,2022-05-01T12:30:00Z,99.05
"Burlington, VT",04294500,2022-05-01T12:45:00Z,99.07
"Burlington, VT",04294500,2022-05-01T13:00:00Z,99.1
"Burlington, VT",04294500,2022-05-01T13:15:00Z,99.06
"Burlington, VT",04294500,2022-05-01T13:30:00Z,99.05
"Burlington, VT",04294500,2022-05-01T13:45:00Z,99.05
"Burlington, VT",04294500,2022-05-01T14:00:00Z,99.08
"Burlington, VT",04294500,2022-05-01T14:15:00Z,99.09
"Burlington, VT",04294500,2022-05-01T14:30:00Z,99.06
"Burlington, VT",04294500,2022-05-01T14:45:00Z,99.03
"Burlington, VT",04294500,2022-05-01T15:00:00Z,99.04
"Burlington, VT",04294500,2022-05-01T15:15:00Z,99.07
"Burlington, VT",04294500,2022-05-01T15:30:00Z,99.08
"Burlington, VT",04294500,2022-05-01T15:45:00Z,99.06
"Burlington, VT",04294500,2022-05-01T16:00:00Z,99.03
"Burlington, VT",04294500,2022-05-01T16:15:00Z,99.04
"Burlington, VT",04294500,2022-05-01T16:30:00Z,99.07
"Burlington, VT",04294500,2022-05-01T16:45:00Z,99.07
"Burlington, VT",04294500,2022-05-01T17:00:00Z,99.05
"Burlington, VT",04294500,2022-05-01T17:15:00Z,99.03
"Burlington, VT",04294500,2022-05-01T17:30:00Z,99.03
"Burlington, VT",04294500,2022-05-01T17:45:00Z,99.05
"Burlington, VT",04294500,2022-05-01T18:00:00Z,99.05
"Burlington, VT",04294500,2022-05-01T18:15:00Z,99.05
"Burlington, VT",04294500,2022-05-01T18:30:00Z,99.04
"Burlington, VT",04294500,2022-05-01T18:45:00Z,99.02
"Burlington, VT",04294500,2022-05-01T19:00:00Z,99.04
"Burlington, VT",04294500,2022-05-01T19:15:00Z,99.05
"Burlington, VT",04294500,2022-05-01T19:30:00Z,99.04
"Burlington, VT",04294500,2022-05-01T19:45:00Z,99.02
"Burlington, VT",04294500,2022-05-01T20:00:00Z,99.01
"Burlington, VT",04294500,2022-05-01T20:15:00Z,99.04
"Burlington, VT",04294500,2022-05-01T20:30:00Z,99.07
"Burlington, VT",04294500,2022-05-01T20:45:00Z,99.06
"Burlington, VT",04294500,2022-05-01T21:00:00Z,99.02
"Burlington, VT",04294500,2022-05-01T21:15:00Z,99.01
"Burlington, VT",04294500,2022-05-01T21:30:00Z,99.02
"Burlington, VT",04294500,2022-05-01T21:45:00Z,99.05
"Burlington, VT",04294500,2022-05-01T22:00:00Z,99.04
"Burlington, VT",04294500,2022-05-01T22:15:00Z,99.02
"Burlington, VT",04294500,2022-05-01T22:30:00Z,99.02
"Burlington, VT",04294500,2022-05-01T22:45:00Z,99.03
"Burlington, VT",04294500,2022-05-01T23:00:00Z,99.05
"Burlington, VT",04294500,2022-05-01T23:15:00Z,99.05
"Burlington, VT",04294500,2022-05-01T23:30:00Z,99.02
"Burlington, VT",04294500,2022-05-01T23:45:00Z,99.01
"Burlington, VT",04294500,2022-05-02T00:00:00Z,99.02
"Burlington, VT",04294500,2022-05-02T00:15:00Z,99.04
"Burlington, VT",04294500,2022-05-02T00:30:00Z,99.03
"Burlington, VT",04294500,2022-05-02T00:45:00Z,99
"Burlington, VT",04294500,2022-05-02T01:00:00Z,99
"Burlington, VT",04294500,2022-05-02T01:15:00Z,99.03
"Burlington, VT",04294500,2022-05-02T01:30:00Z,99.04
"Burlington, VT",04294500,2022-05-02T01:45:00Z,99.02
"Burlington, VT",04294500,2022-05-02T02:00:00Z,99.01
"Burlington, VT",04294500,2022-05-02T02:15:00Z,99.01
"Burlington, VT",04294500,2022-05-02T02:30:00Z,99.01
"Burlington, VT",04294500,2022-05-02T02:45:00Z,99.04
"Burlington, VT",04294500,2022-05-02T03:00:00Z,99.03
"Burlington, VT",04294500,2022-05-02T03:15:00Z,99
"Burlington, VT",04294500,2022-05-02T03:30:00Z,98.99
"Burlington, VT",04294500,2022-05-02T03:45:00Z,99.01
"Burlington, VT",04294500,2022-05-02T04:00:00Z,99.03
"Burlington, VT",04294500,2022-05-02T04:15:00Z,99.02
"Burlington, VT",04294500,2022-05-02T04:30:00Z,99.01
"Burlington, VT",04294500,2022-05-02T04:45:00Z,99
"Burlington, VT",04294500,2022-05-02T05:00:00Z,99
"Burlington, VT",04294500,2022-05-02T05:15:00Z,99.02
"Burlington, VT",04294500,2022-05-02T05:30:00Z,99.01
"Burlington, VT",04294500,2022-05-02T05:45:00Z,99
"Burlington, VT",04294500,2022-05-02T06:00:00Z,98.99
"Burlington, VT",04294500,2022-05-02T06:15:00Z,99.01
"Burlington, VT",04294500,2022-05-02T06:30:00Z,99.02
"Burlington, VT",04294500,2022-05-02T06:45:00Z,99
"Burlington, VT",04294500,2022-05-02T07:00:00Z,98.98
"Burlington, VT",04294500,2022-05-02T07:15:00Z,99
"Burlington, VT",04294500,2022-05-02T07:30:00Z,99
"Burlington, VT",04294500,2022-05-02T07:45:00Z,99
"Burlington, VT",04294500,2022-05-02T08:00:00Z,99.02
"Burlington, VT",04294500,2022-05-02T08:15:00Z,98.97
"Burlington, VT",04294500,2022-05-02T08:30:00Z,98.98
"Burlington, VT",04294500,2022-05-02T08:45:00Z,99.01
"Burlington, VT",04294500,2022-05-02T09:00:00Z,99.03
"Burlington, VT",04294500,2022-05-02T09:15:00Z,98.98
"Burlington, VT",04294500,2022-05-02T09:30:00Z,98.97
"Burlington, VT",04294500,2022-05-02T09:45:00Z,99
"Burlington, VT",04294500,2022-05-02T10:00:00Z,98.98
"Burlington, VT",04294500,2022-05-02T10:15:00Z,99.01
"Burlington, VT",04294500,2022-05-02T10:30:00Z,98.99
"Burlington, VT",04294500,2022-05-02T10:45:00Z,98.96
"Burlington, VT",04294500,2022-05-02T11:00:00Z,98.97
"Burlington, VT",04294500,2022-05-02T11:15:00Z,98.98
"Burlington, VT",04294500,2022-05-02T11:30:00Z,98.99
"Burlington, VT",04294500,2022-05-02T11:45:00Z,98.99
"Burlington, VT",04294500,2022-05-02T12:00:00Z,98.98
"Burlington, VT",04294500,2022-05-02T12:15:00Z,98.97
"Burlington, VT",04294500,2022-05-02T12:30:00Z,98.98
"Burlington, VT",04294500,2022-05-02T12:45:00Z,98.99
"Burlington, VT",04294500,2022-05-02T13:00:00Z,98.98
"Burlington, VT",04294500,2022-05-02T13:15:00Z,98.96
"Burlington, VT",04294500,2022-05-02T13:30:00Z,98.96
"Burlington, VT",04294500,2022-05-02T13:45:00Z,98.97
"Burlington, VT",04294500,2022-05-02T14:00:00Z,98.99
"Burlington, VT",04294500,2022-05-02T14:15:00Z,98.97
"Burlington, VT",04294500,2022-05-02T14:30:00Z,98.94
"Burlington, VT",04294500,2022-05-02T14:45:00Z,98.96
"Burlington, VT",04294500,2022-05-02T15:00:00Z,98.96
"Burlington, VT",04294500,2022-05-02T15:15:00Z,98.97
"Burlington, VT",04294500,2022-05-02T15:30:00Z,98.96
"Burlington, VT",04294500,2022-05-02T15:45:00Z,98.95
"Burlington, VT",04294500,2022-05-02T16:00:00Z,98.95
"Burlington, VT",04294500,2022-05-02T16:15:00Z,98.96
"Burlington, VT",04294500,2022-05-02T16:30:00Z,98.97
"Burlington, VT",04294500,2022-05-02T16:45:00Z,98.95
"Burlington, VT",04294500,2022-05-02T17:00:00Z,98.93
"Burlington, VT",04294500,2022-05-02T17:15:00Z,98.94
"Burlington, VT",04294500,2022-05-02T17:30:00Z,98.97
"Burlington, VT",04294500,2022-05-02T17:45:00Z,98.97
"Burlington, VT",04294500,2022-05-02T18:00:00Z,98.95
"Burlington, VT",04294500,2022-05-02T18:15:00Z,98.94
"Burlington, VT",04294500,2022-05-02T18:30:00Z,98.92
"Burlington, VT",04294500,2022-05-02T18:45:00Z,98.96
"Burlington, VT",04294500,2022-05-02T19:00:00Z,98.97
"Burlington, VT",04294500,2022-05-02T19:15:00Z,98.93
"Burlington, VT",04294500,2022-05-02T19:30:00Z,98.92
"Burlington, VT",04294500,2022-05-02T19:45:00Z,98.95
"Burlington, VT",04294500,2022-05-02T20:00:00Z,98.93
"Burlington, VT",04294500,2022-05-02T20:15:00Z,98.93
"Burlington, VT",04294500,2022-05-02T20:30:00Z,98.92
"Burlington, VT",04294500,2022-05-02T20:45:00Z,98.9
"Burlington, VT",04294500,2022-05-02T21:00:00Z,98.92
"Burlington, VT",04294500,2022-05-02T21:15:00Z,98.92
"Burlington, VT",04294500,2022-05-02T21:30:00Z,98.94
"Burlington, VT",04294500,2022-05-02T21:45:00Z,98.92
"Burlington, VT",04294500,2022-05-02T22:00:00Z,98.89
"Burlington, VT",04294500,2022-05-02T22:15:00Z,98.9
"Burlington, VT",04294500,2022-05-02T22:30:00Z,98.91
"Burlington, VT",04294500,2022-05-02T22:45:00Z,98.93
"Burlington, VT",04294500,2022-05-02T23:00:00Z,98.93
"Burlington, VT",04294500,2022-05-02T23:15:00Z,98.89
"Burlington, VT",04294500,2022-05-02T23:30:00Z,98.9
"Burlington, VT",04294500,2022-05-02T23:45:00Z,98.93
"Burlington, VT",04294500,2022-05-03T00:00:00Z,98.92
"Burlington, VT",04294500,2022-05-03T00:15:00Z,98.9
"Burlington, VT",04294500,2022-05-03T00:30:00Z,98.9
"Burlington, VT",04294500,2022-05-03T00:45:00Z,98.91
"Burlington, VT",04294500,2022-05-03T01:00:00Z,98.91
"Burlington, VT",04294500,2022-05-03T01:15:00Z,98.91
"Burlington, VT",04294500,2022-05-03T01:30:00Z,98.91
"Burlington, VT",04294500,2022-05-03T01:45:00Z,98.9
"Burlington, VT",04294500,2022-05-03T02:00:00Z,98.9
"Burlington, VT",04294500,2022-05-03T02:15:00Z,98.91
"Burlington, VT",04294500,2022-05-03T02:30:00Z,98.9
"Burlington, VT",04294500,2022-05-03T02:45:00Z,98.89
"Burlington, VT",04294500,2022-05-03T03:00:00Z,98.9
"Burlington, VT",04294500,2022-05-03T03:15:00Z,98.89
"Burlington, VT",04294500,2022-05-03T03:30:00Z,98.9
"Burlington, VT",04294500,2022-05-03T03:45:00Z,98.9
"Burlington, VT",04294500,2022-05-03T04:00:00Z,98.9
"Burlington, VT",04294500,2022-05-03T04:15:00Z,98.89
"Burlington, VT",04294500,2022-05-03T04:30:00Z,98.89
"Burlington, VT",04294500,2022-05-03T04:45:00Z,98.89
"Burlington, VT",04294500,2022-05-03T05:00:00Z,98.89
"Burlington, VT",04294500,2022-05-03T05:15:00Z,98.91
"Burlington, VT",04294500,2022-05-03T05:30:00Z,98.89
"Burlington, VT",04294500,2022-05-03T05:45:00Z,98.89
"Burlington, VT",04294500,2022-05-03T06:00:00Z,98.88
"Burlington, VT",04294500,2022-05-03T06:15:00Z,98.89
"Burlington, VT",04294500,2022-05-03T06:30:00Z,98.9
"Burlington, VT",04294500,2022-05-03T06:45:00Z,98.89
"Burlington, VT",04294500,2022-05-03T07:00:00Z,98.88
"Burlington, VT",04294500,2022-05-03T07:15:00Z,98.87
"Burlington, VT",04294500,2022-05-03T07:30:00Z,98.88
"Burlington, VT",04294500,2022-05-03T07:45:00Z,98.9
"Burlington, VT",04294500,2022-05-03T08:00:00Z,98.88
"Burlington, VT",04294500,2022-05-03T08:15:00Z,98.87
"Burlington, VT",04294500,2022-05-03T08:30:00Z,98.89
"Burlington, VT",04294500,2022-05-03T08:45:00Z,98.89
"Burlington, VT",04294500,2022-05-03T09:00:00Z,98.89
"Burlington, VT",04294500,2022-05-03T09:15:00Z,98.88
"Burlington, VT",04294500,2022-05-03T09:30:00Z,98.87
"Burlington, VT",04294500,2022-05-03T09:45:00Z,98.86
"Burlington, VT",04294500,2022-05-03T10:00:00Z,98.9
"Burlington, VT",04294500,2022-05-03T10:15:00Z,98.91
"Burlington, VT",04294500,2022-05-03T10:30:00Z,98.86
"Burlington, VT",04294500,2022-05-03T10:45:00Z,98.87
"Burlington, VT",04294500,2022-05-03T11:00:00Z,98.88
"Burlington, VT",04294500,2022-05-03T11:15:00Z,98.89
"Burlington, VT",04294500,2022-05-03T11:30:00Z,98.89
"Burlington, VT",04294500,2022-05-03T11:45:00Z,98.87
"Burlington, VT",04294500,2022-05-03T12:00:00Z,98.86
"Burlington, VT",04294500,2022-05-03T12:15:00Z,98.87
"Burlington, VT",04294500,2022-05-03T12:30:00Z,98.88
"Burlington, VT",04294500,2022-05-03T12:45:00Z,98.89
"Burlington, VT",04294500,2022-05-03T13:00:00Z,98.86
"Burlington, VT",04294500,2022-05-03T13:15:00Z,98.86
"Burlington, VT",04294500,2022-05-03T13:30:00Z,98.87
"Burlington, VT",04294500,2022-05-03T13:45:00Z,98.9
"Burlington, VT",04294500,2022-05-03T14:00:00Z,98.89
"Burlington, VT",04294500,2022-05-03T14:15:00Z,98.85
"Burlington, VT",04294500,2022-05-03T14:30:00Z,98.86
"Burlington, VT",04294500,2022-05-03T14:45:00Z,98.88
"Burlington, VT",04294500,2022-05-03T15:00:00Z,98.87
"Burlington, VT",04294500,2022-05-03T15:15:00Z,98.87
"Burlington, VT",04294500,2022-05-03T15:30:00Z,98.85
"Burlington, VT",04294500,2022-05-03T15:45:00Z,98.87
"Burlington, VT",04294500,2022-05-03T16:00:00Z,98.88
"Burlington, VT",04294500,2022-05-03T16:15:00Z,98.87
"Burlington, VT",04294500,2022-05-03T16:30:00Z,98.87
"Burlington, VT",04294500,2022-05-03T16:45:00Z,98.85
"Burlington, VT",04294500,2022-05-03T17:00:00Z,98.85
"Burlington, VT",04294500,2022-05-03T17:15:00Z,98.85
"Burlington, VT",04294500,2022-05-03T17:30:00Z,98.86
"Burlington, VT",04294500,2022-05-03T17:45:00Z,98.88
"Burlington, VT",04294500,2022-05-03T18:00:00Z,98.85
"Burlington, VT",04294500,2022-05-03T18:15:00Z,98.83
"Burlington, VT",04294500,2022-05-03T18:30:00Z,98.84
"Burlington, VT",04294500,2022-05-03T18:45:00Z,98.88
"Burlington, VT",04294500,2022-05-03T19:00:00Z,98.86
"Burlington, VT",04294500,2022-05-03T19:15:00Z,98.84
"Burlington, VT",04294500,2022-05-03T19:30:00Z,98.85
"Burlington, VT",04294500,2022-05-03T19:45:00Z,98.84
"Burlington, VT",04294500,2022-05-03T20:00:00Z,98.85
"Burlington, VT",04294500,2022-05-03T20:15:00Z,98.86
"Burlington, VT",04294500,2022-05-03T20:30:00Z,98.85
"Burlington, VT",04294500,2022-05-03T20:45:00Z,98.83
"Burlington, VT",04294500,2022-05-03T21:00:00Z,98.82
"Burlington, VT",04294500,2022-05-03T21:15:00Z,98.85
"Burlington, VT",04294500,2022-05-03T21:30:00Z,98.85
"Burlington, VT",04294500,2022-05-03T21:45:00Z,98.82
"Burlington, VT",04294500,2022-05-03T22:00:00Z,98.82
"Burlington, VT",04294500,2022-05-03T22:15:00Z,98.84
"Burlington, VT",04294500,2022-05-03T22:30:00Z,98.84
"Burlington, VT",04294500,2022-05-03T22:45:00Z,98.81
"Burlington, VT",04294500,2022-05-03T23:00:00Z,98.81
"Burlington, VT",04294500,2022-05-03T23:15:00Z,98.83
"Burlington, VT",04294500,2022-05-03T23:30:00Z,98.83
"Burlington, VT",04294500,2022-05-03T23:45:00Z,98.83
"Burlington, VT",04294500,2022-05-04T00:00:00Z,98.84
"Burlington, VT",04294500,2022-05-04T00:15:00Z,98.83
"Burlington, VT",04294500,2022-05-04T00:30:00Z,98.81
"Burlington, VT",04294500,2022-05-04T00:45:00Z,98.82
"Burlington, VT",04294500,2022-05-04T01:00:00Z,98.84
"Burlington, VT",04294500,2022-05-04T01:15:00Z,98.84
"Burlington, VT",04294500,2022-05-04T01:30:00Z,98.82
"Burlington, VT",04294500,2022-05-04T01:45:00Z,98.82
"Burlington, VT",04294500,2022-05-04T02:00:00Z,98.81
"Burlington, VT",04294500,2022-05-04T02:15:00Z,98.84
"Burlington, VT",04294500,2022-05-04T02:30:00Z,98.83
"Burlington, VT",04294500,2022-05-04T02:45:00Z,98.81
"Burlington, VT",04294500,2022-05-04T03:00:00Z,98.83
"Burlington, VT",04294500,2022-05-04T03:15:00Z,98.81
"Burlington, VT",04294500,2022-05-04T03:30:00Z,98.84
"Burlington, VT",04294500,2022-05-04T03:45:00Z,98.86
"Burlington, VT",04294500,2022-05-04T04:00:00Z,98.82
"Burlington, VT",04294500,2022-05-04T04:15:00Z,98.78
"Burlington, VT",04294500,2022-05-04T04:30:00Z,98.81
"Burlington, VT",04294500,2022-05-04T04:45:00Z,98.82
"Burlington, VT",04294500,2022-05-04T05:00:00Z,98.81
"Burlington, VT",04294500,2022-05-04T05:15:00Z,98.8
"Burlington, VT",04294500,2022-05-04T05:30:00Z,98.81
"Burlington, VT",04294500,2022-05-04T05:45:00Z,98.83
"Burlington, VT",04294500,2022-05-04T06:00:00Z,98.83
"Burlington, VT",04294500,2022-05-04T06:15:00Z,98.81
"Burlington, VT",04294500,2022-05-04T06:30:00Z,98.78
"Burlington, VT",04294500,2022-05-04T06:45:00Z,98.78
"Burlington, VT",04294500,2022-05-04T07:00:00Z,98.8
"Burlington, VT",04294500,2022-05-04T07:15:00Z,98.82
"Burlington, VT",04294500,2022-05-04T07:30:00Z,98.78
"Burlington, VT",04294500,2022-05-04T07:45:00Z,98.79
"Burlington, VT",04294500,2022-05-04T08:00:00Z,98.81
"Burlington, VT",04294500,2022-05-04T08:15:00Z,98.78
"Burlington, VT",04294500,2022-05-04T08:30:00Z,98.83
"Burlington, VT",04294500,2022-05-04T08:45:00Z,98.81
"Burlington, VT",04294500,2022-05-04T09:00:00Z,98.75
"Burlington, VT",04294500,2022-05-04T09:15:00Z,98.77
"Burlington, VT",04294500,2022-05-04T09:30:00Z,98.84
"Burlington, VT",04294500,2022-05-04T09:45:00Z,98.81
"Burlington, VT",04294500,2022-05-04T10:00:00Z,98.78
"Burlington, VT",04294500,2022-05-04T10:15:00Z,98.78
"Burlington, VT",04294500,2022-05-04T10:30:00Z,98.78
"Burlington, VT",04294500,2022-05-04T10:45:00Z,98.83
"Burlington, VT",04294500,2022-05-04T11:00:00Z,98.81
"Burlington, VT",04294500,2022-05-04T11:15:00Z,98.8
"Burlington, VT",04294500,2022-05-04T11:30:00Z,98.78
"Burlington, VT",04294500,2022-05-04T11:45:00Z,98.82
"Burlington, VT",04294500,2022-05-04T12:00:00Z,98.84
"Burlington, VT",04294500,2022-05-04T12:15:00Z,98.81
"Burlington, VT",04294500,2022-05-04T12:30:00Z,98.81
"Burlington, VT",04294500,2022-05-04T12:45:00Z,98.82
"Burlington, VT",04294500,2022-05-04T13:00:00Z,98.81
"Burlington, VT",04294500,2022-05-04T13:15:00Z,98.83
"Burlington, VT",04294500,2022-05-04T13:30:00Z,98.81
"Burlington, VT",04294500,2022-05-04T13:45:00Z,98.79
"Burlington, VT",04294500,2022-05-04T14:00:00Z,98.79
"Burlington, VT",04294500,2022-05-04T14:15:00Z,98.81
"Burlington, VT",04294500,2022-05-04T14:30:00Z,98.82
"Burlington, VT",04294500,2022-05-04T14:45:00Z,98.81
"Burlington, VT",04294500,2022-05-04T15:00:00Z,98.8
"Burlington, VT",04294500,2022-05-04T15:15:00Z,98.79
"Burlington, VT",04294500,2022-05-04T15:30:00Z,98.8
"Burlington, VT",04294500,2022-05-04T15:45:00Z,98.83
"Burlington, VT",04294500,2022-05-04T16:00:00Z,98.82
"Burlington, VT",04294500,2022-05-04T16:15:00Z,98.79
"Burlington, VT",04294500,2022-05-04T16:30:00Z,98.8
"Burlington, VT",04294500,2022-05-04T16:45:00Z,98.82
"Burlington, VT",04294500,2022-05-04T17:00:00Z,98.81
